No	sitiran 1	case	sitiran 2	bentuk	acuan	speaker 3	speaker mdl dede	speaker 2	jender 1	file 1	File 2	Kesantunan	makna kesantunan	katagori bentuk 1	Fungsi 1	Fungsi 2	Fungsi 3	Fungsi 4	katagori ProN 1	katagori ProN 2	katagori ProN 3	Pronomina Unmarked	Pronomina Inklusif / eksklusif	Formal/informal	jender kuMtul
142	kayaknya (SI F 12, PH F 511 Deswita : iya ini dari tadi nggak	kita	kasih... (SI F 12, PH F 515 Deswita : liat teh Elma, auk cucok............................. (	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  12   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
143	. (SI F 12, PH M 365 Yad i     baik ndoro. baik pemirsa nanti	kita	akan berbincang- bincang lebih jauh dengan keluarga dekat beliau, tetep  jangan	kita	NA	NA	NA	NA	PH M	So Imah Show	SI F  12   PH M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
144	lalu saya masih ketemu, saya  masih ngobrol disalah satu lokasi kebetulan	kita	satu ph tapi satu judul. Trus saya bilang ada  mami di	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
145	tau ama aku, aku lagi syuting FTV Ma,  gitu. Ayo donk	kita	maen ke salah satu  produksi, ya udah mami aku anterin aku	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
146	, gitu. Aduh, seneng banget ya aku bilang  gitu kan. yaudah nanti	kita	ketemulah mami,  gitu kan. trus pas aku denger kabar itu, aku	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
147	11  gitu ya. saya sempat liat mukanya, saya bilang,  ""Mami, mami,"" apa,""	kita	kan mo ketemu mami.""  jadi kayak saya agak kayak gimana yah	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
148	gitu. (SI F  12, 22 Elma : nggak percaya gitu. ""Mam, ya Allah mami	kita	belum ketemu,"" gitu, kita kan masih mau ya  ngobrol-ngobrol gitu	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
149	: nggak percaya gitu. ""Mam, ya Allah mami kita  belum ketemu,"" gitu,	kita	kan masih mau ya  ngobrol-ngobrol gitu kan, jadi aku ngeliatin	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
150	.  waduh, hati saya kayaknya gimana rasanya gitu.  jadi memang agak sedikit	kita	berdua emang  ngerasa kehilangan juga, gitu ya. (SI F  12, 27 Elma : awalnya,	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
151	pin bbnya cepetan  gitu. ya udah ku kasih pin bb lansung	kita	ngobrol di bb gitu kan, gitu. trus apa namanya,  aa..minta	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
152	kan, gitu. trus apa namanya,  aa..minta nomor telefon, ya udah	kita	langsung  telfon-telfonan. biasa deh, kita kan memang  heboh ya, mami	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
153	..minta nomor telefon, ya udah kita langsung  telfon-telfonan. biasa deh,	kita	kan memang  heboh ya, mami tuh heboh banget gitu. nggak  pernah	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
154	gitu.  Striping lo sekarang, iya ya mau, mau pokoknya,  gitu. yaudah	kita	ketemu ya. ya udah, cerita- cerita gitu. Nah terakhir tuh, dalam	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
155	tau yah antara rabu atau selasa gitu saya  bbman sama dia,	kita	ketemu yah kalo nggak  senen, selasa, gitu kalo nggak salah gitu	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
156	saat  telfon. oh ya ya. trus saya juga nawarin biasa lah	kita	berdua kan orang kita jual yang kinar gitu  kan. Mam, ada	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
157	ya. trus saya juga nawarin biasa lah  kita berdua kan orang	kita	jual yang kinar gitu  kan. Mam, ada product biasa gitu, gitu.	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
158	yang  sangat sayang anaknya dengan suaminya gitu  ya. nah, kalo misalnya	kita	di saya beberapa kali  produksi jadi anak atau jadi menantu. jadi	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
159	jadi menantu. jadi anak  tuh mami bener-bener ya kalo marahin	kita	ya  kayak anaknya. bener-bener. entah itu urusan  kita dandan, dia	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
160	kalo marahin kita ya  kayak anaknya. bener-bener. entah itu urusan	kita	dandan, dia itu selalu mengajarkan yang  saya rasakan sih, dia tuh	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
161	ee..apa match gitu. iya, harus  nyambung. make up, trus cara	kita	bawa diri,  kayak gitu-gitu. plut, ketika dia juga  memerankan menjadi	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
162	junior gitu. buat  saya itu cukup berkesan buat saya. terlebih  ketika	kita	bersama 3 bulan di Surabaya untuk  syuting buku harian, itu lebih mami	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
163	awet sampe nanti tua. omongannya itu  slalu ngajarin-ngajarin jaga badan,	kita	makan  bareng, kita makan pagi bareng, bangun pagi  belum mandi ngeliat,	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
164	tua. omongannya itu  slalu ngajarin-ngajarin jaga badan, kita makan  bareng,	kita	makan pagi bareng, bangun pagi  belum mandi ngeliat, sedeket apa pasti	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
165	waktu itu,  almarhum Adji Masaid, Nia Daniati, numplek  disatu tempat tidur	kita	ngomongin soal pacar- pacar kita, trus mami yang ngajarin. (SI F  12, 90	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
166	, Nia Daniati, numplek  disatu tempat tidur kita ngomongin soal pacar- pacar	kita	, trus mami yang ngajarin. (SI F  12, 90 Desi : iya. (SI F  12, 95 Elma :	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
167	mami yang ngajarin. (SI F  12, 90 Desi : iya. (SI F  12, 95 Elma : ya	kita	pernah bareng waktu itu syuting ama  Desi bareng. kita jadi adek	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
168	12, 95 Elma : ya kita pernah bareng waktu itu syuting ama  Desi bareng.	kita	jadi adek kakak. Desi ini  ceritanya, situ. (SI F  12, 106 Desi&Elma :	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
169	, gitu. dari sejak situ memang saya  dekat karena satu bintang ya,	kita	sama-sama  bintang yang sama gitu kan. jadi, seringh curhat  gitu,	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
170	nggak ada. sama- sama tukang makan, apalagi jaman dulu dia tuh	kita	suka makan abis syuting ayo makan biar  cepat selesai syuting keluar..	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
171	abis syuting ayo makan biar  cepat selesai syuting keluar..ayo makan..!	kita	makan di pinggir jalan, trus uplek ya uplek tuh  apa ya?	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
172	ya? ngobrol bareng, makan bareng apa aja  cuek aja gitu. jadi	kita	kayaknya kita merasa di  rumah walopun bayangin 3 bulan bareng-bareng. (SI	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
173	bareng, makan bareng apa aja  cuek aja gitu. jadi kita kayaknya	kita	merasa di  rumah walopun bayangin 3 bulan bareng-bareng. (SI F  12,  Desi :	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
174	lain sih mami itu kan biasanya kalo  dandan sangat harus sempurna.	kita	berempat  anak-anaknya tuh udah siap dengan kostum, kita  pasti akan	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
175	harus sempurna. kita berempat  anak-anaknya tuh udah siap dengan kostum,	kita	pasti akan gini nih, ""Mi, berapa lama?"" ""belum  mulai."" ""kita tidur	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
176	kostum, kita  pasti akan gini nih, ""Mi, berapa lama?"" ""belum  mulai."" ""	kita	tidur yah mi?"" ""Udah pada tidur,  jangan berisik."" kita tidur. trus	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
177	?"" ""belum  mulai."" ""kita tidur yah mi?"" ""Udah pada tidur,  jangan berisik.""	kita	tidur. trus kita melek gini  kan, ""Mi, udah blom?"" ""baru sebelah	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
178	tidur yah mi?"" ""Udah pada tidur,  jangan berisik."" kita tidur. trus	kita	melek gini  kan, ""Mi, udah blom?"" ""baru sebelah jangan  cerewet."" ""Iya	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
179	F  12,  Desi : ""Mi!"" ""Wig belom."" ""Iya, Mih.."" yang lucu papi  Didik,	kita	nih kan bapaknya Didi Petet ya? Jadi  kita manggilnya juga jadi	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
180	lucu papi  Didik, kita nih kan bapaknya Didi Petet ya? Jadi	kita	manggilnya juga jadi papi Didi sampe  sekarang bayangin saya manggil papi	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
181	banyak ini,  cemilaaann..udah pasti ada, abis itu ngobrol- ngobrol, nanti	kita	mesti ingetin, eh si itu gimana  kabarnya? Mi, Mi, udah Mi,	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
182	kirain kalo mami  ada ada temennya yang ngobrol pasti lama, jadi	kita	pernah kompak nih rule-rule syuting sama  Syahrul kan dulu di	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
183	Syahrul kan dulu di mama, pokoknya kalo ada  mami Uli dateng	kita	semua jangan ada yang di  kamar rias ya. biar ada mami	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
184	ada yang di  kamar rias ya. biar ada mami sendiri gitu.	kita	tungguin ternyata sama juga. (SI F  12,  Elma : jadi mendingan ngobrol aja	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
185	tau nggak. (SI F  12,  Desi : nggak pernah tau. ya tau mungkin	kita	NA	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
186	nggak. (SI F  12,  Desi : nggak pernah tau. ya tau mungkin kita-	kita	yang kebetulan syuting bareng, lama, trus  kemudian ini, ini mami. udah	kita	NA	NA	NA	NA	F	So Imah Show	SI F  12  F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
187	minggu tanggal 16 Juni 2013. (SI F  12, 1 Soimah : dan kebetulan pada hari ini	kita	telah  kedatangan anak-anak dari mama Uli Arta.  selamat sore teh	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  12  HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
188	Theana yang sudah berkenan  hadir di Apartement saya. yaudah langsung saja	kita	ngobrol-ngbrol. ya, langsung aja, nggak  usah pake musik. (SI F  12, 5	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  12  HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
189	mami Uli. (SI F  12, 112 Soimah : film apalagi filmnya, makanya nih kan	kita	kangen nih kita liat tayangan eee..film-film dari  mami Uli.	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  12  HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
190	F  12, 112 Soimah : film apalagi filmnya, makanya nih kan kita  kangen nih	kita	liat tayangan eee..film-film dari  mami Uli. Almarhum ya. Kita	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  12  HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
191	kita liat tayangan eee..film-film dari  mami Uli. Almarhum ya.	Kita	liat. (SI F  12, 114 Soimah : iya, suaranya. belum lihat wajah sudah hapal	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  12  HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
